[INFO] | 2023-07-06 05:50:12 AM | analyzer.BNum_2 | Analysis started at: 2023-07-06 05:50:12 AM
[INFO] | 2023-07-06 05:50:13 AM | analyzer.BNum_2 | Processed function getColor
[INFO] | 2023-07-06 05:50:13 AM | analyzer.BNum_2 | Generating return summary for getColor
[INFO] | 2023-07-06 05:50:13 AM | analyzer.BNum_2 | Return summary generated for getColor
[INFO] | 2023-07-06 05:50:13 AM | analyzer.BNum_2 | State variable assignement do not exist
[INFO] | 2023-07-06 05:50:13 AM | analyzer.BNum_2 | Processed function getColor
[INFO] | 2023-07-06 05:50:13 AM | analyzer.BNum_2 | Generating return summary for btoi
[INFO] | 2023-07-06 05:50:13 AM | analyzer.BNum_2 | Return summary generated for btoi
[INFO] | 2023-07-06 05:50:13 AM | analyzer.BNum_2 | State variable assignement do not exist
[INFO] | 2023-07-06 05:50:13 AM | analyzer.BNum_2 | Processed function btoi
[INFO] | 2023-07-06 05:50:13 AM | analyzer.BNum_2 | Generating return summary for badd
[INFO] | 2023-07-06 05:50:13 AM | analyzer.BNum_2 | Return summary generated for badd
[INFO] | 2023-07-06 05:50:13 AM | analyzer.BNum_2 | State variable assignement do not exist
[INFO] | 2023-07-06 05:50:13 AM | analyzer.BNum_2 | Processed function badd
[INFO] | 2023-07-06 05:50:13 AM | analyzer.BNum_2 | Generating return summary for bsubSign
[INFO] | 2023-07-06 05:50:13 AM | analyzer.BNum_2 | Return summary generated for bsubSign
[INFO] | 2023-07-06 05:50:13 AM | analyzer.BNum_2 | State variable assignement do not exist
[INFO] | 2023-07-06 05:50:13 AM | analyzer.BNum_2 | Processed function bsubSign
[INFO] | 2023-07-06 05:50:13 AM | analyzer.BNum_2 | Generating return summary for bmul
[INFO] | 2023-07-06 05:50:13 AM | analyzer.BNum_2 | Return summary generated for bmul
[INFO] | 2023-07-06 05:50:13 AM | analyzer.BNum_2 | State variable assignement do not exist
[INFO] | 2023-07-06 05:50:13 AM | analyzer.BNum_2 | Processed function bmul
[INFO] | 2023-07-06 05:50:13 AM | analyzer.BNum_2 | Generating return summary for bdiv
[INFO] | 2023-07-06 05:50:13 AM | analyzer.BNum_2 | Return summary generated for bdiv
[INFO] | 2023-07-06 05:50:13 AM | analyzer.BNum_2 | State variable assignement do not exist
[INFO] | 2023-07-06 05:50:13 AM | analyzer.BNum_2 | Processed function bdiv
[INFO] | 2023-07-06 05:50:13 AM | analyzer.BNum_2 | Generating return summary for bfloor
[INFO] | 2023-07-06 05:50:13 AM | analyzer.BNum_2 | Return summary generated for bfloor
[INFO] | 2023-07-06 05:50:13 AM | analyzer.BNum_2 | State variable assignement do not exist
[INFO] | 2023-07-06 05:50:13 AM | analyzer.BNum_2 | Processed function bfloor
[INFO] | 2023-07-06 05:50:13 AM | analyzer.BNum_2 | Generating return summary for bsub
[INFO] | 2023-07-06 05:50:13 AM | analyzer.BNum_2 | Return summary generated for bsub
[INFO] | 2023-07-06 05:50:13 AM | analyzer.BNum_2 | State variable assignement do not exist
[INFO] | 2023-07-06 05:50:13 AM | analyzer.BNum_2 | Processed function bsub
[INFO] | 2023-07-06 05:50:13 AM | analyzer.BNum_2 | Generating return summary for bpowi
[INFO] | 2023-07-06 05:50:13 AM | analyzer.BNum_2 | Return summary generated for bpowi
[INFO] | 2023-07-06 05:50:13 AM | analyzer.BNum_2 | State variable assignement do not exist
[INFO] | 2023-07-06 05:50:13 AM | analyzer.BNum_2 | Processed function bpowi
[INFO] | 2023-07-06 05:50:13 AM | analyzer.BNum_2 | Generating return summary for bpowApprox
[INFO] | 2023-07-06 05:50:13 AM | analyzer.BNum_2 | Return summary generated for bpowApprox
[INFO] | 2023-07-06 05:50:13 AM | analyzer.BNum_2 | State variable assignement do not exist
[INFO] | 2023-07-06 05:50:13 AM | analyzer.BNum_2 | Processed function bpowApprox
[INFO] | 2023-07-06 05:50:13 AM | analyzer.BNum_2 | Generating return summary for bpow
[INFO] | 2023-07-06 05:50:13 AM | analyzer.BNum_2 | Return summary generated for bpow
[INFO] | 2023-07-06 05:50:13 AM | analyzer.BNum_2 | State variable assignement do not exist
[INFO] | 2023-07-06 05:50:13 AM | analyzer.BNum_2 | Processed function bpow
[INFO] | 2023-07-06 05:50:13 AM | analyzer.BNum_2 | Value Range Analysis took 0.010172 seconds
[INFO] | 2023-07-06 05:50:13 AM | analyzer.BNum_2 | Value Range Analysis finished
[INFO] | 2023-07-06 05:50:13 AM | analyzer.BNum_2 | Storage dependency graph compostion started!
[INFO] | 2023-07-06 05:50:13 AM | analyzer.BNum_2 | Storage dependency graph compostion finished!
[INFO] | 2023-07-06 05:50:13 AM | analyzer.BNum_2 | Dependency detection started!
[INFO] | 2023-07-06 05:50:13 AM | analyzer.BNum_2 | Dependency detection finished!
[INFO] | 2023-07-06 05:50:13 AM | analyzer.BNum_2 | Static Analysis took 1.004183 seconds
[INFO] | 2023-07-06 05:50:13 AM | analyzer.BNum_2 | Dependency does not exist
[INFO] | 2023-07-06 05:50:13 AM | analyzer.BNum_2 | Symbolic execution is not needed!
[INFO] | 2023-07-06 05:50:13 AM | analyzer.BNum_2 | Analysis finished!
[INFO] | 2023-07-06 05:50:13 AM | analyzer.BNum_2 | Analysis took 1.004333 seconds
[INFO] | 2023-07-06 05:50:13 AM | analyzer.BNum_2 | Analysis finished at: 2023-07-06 05:50:13 AM
